code,name,category,revenue_yoy_growth,profit_loss_yoy_growth,roe,eps,composite_score
9148,GREATER BAY HOLDINGS BERHAD,Packaging Materials,11.688311688311682,-51.49700598802396,-0.3,-0.1,-12.022608289913682
4464,PEGASUS HEIGHTS BERHAD,Property,-9.677419354838712,-30.545454545454543,-0.9,-0.01,-12.248862170087977
6556,ANN JOO RESOURCES BERHAD,Metals,6.733479486376459,-34.111310592459596,-7.0,-13.3,-12.273349331824942
5305,SENHENG NEW RETAIL BERHAD,Retailers,-10.805626598465478,-30.76923076923077,0.7,0.24,-12.284457210308872
4006,ORIENTAL HOLDINGS BERHAD,Automotive,18.181818181818187,-70.10759919300605,1.2,14.33,-12.471734303356358
5054,TRC SYNERGY BERHAD,Construction,6.487232574189106,-49.15254237288136,0.6,0.65,-12.549592939607678
7050,WONG ENGINEERING CORPORATION BERHAD,"Industrial Materials, Components & Equipment",-20.353982300884955,-16.216216216216207,-6.7,-1.73,-12.657059555130349
7178,Y.S.P.SOUTHEAST ASIA HOLDING BERHAD,Pharmaceuticals,-3.7569060773480656,-41.666666666666664,0.9,2.45,-12.957071823204418
0207,MESTRON HOLDINGS BERHAD,Metals,-3.1400966183574908,-41.666666666666664,1.6,0.22,-13.078028985507245
5131,ZHULIAN CORPORATION BERHAD,Consumer Services,-6.140350877192979,-38.70967741935484,0.9,0.82,-13.111008488964346
7191,ADVENTA BERHAD,Health Care Equipment & Services,90.12345679012346,-134.6315789473684,0.7,0.22,-13.168436647173486
6963,V.S. INDUSTRY BERHAD,"Industrial Materials, Components & Equipment",-8.333333333333337,-37.55102040816326,1.3,0.79,-13.34730612244898
5932,BINA PURI HOLDINGS BHD,Construction,46.60633484162895,-90.44117647058825,-1.5,-0.2,-13.49045248868779
7293,YINSON HOLDINGS BERHAD,"Energy, Infrastructure, Equipment & Services",-32.14285714285714,-19.354838709677423,3.5,6.2,-13.509308755760367
8982,CEPATWAWASAN GROUP BERHAD,Plantation,-2.587322121604141,-43.85964912280702,0.8,1.05,-13.564091373323347
5665,SOUTHERN STEEL BERHAD,Metals,-4.486540378863413,-35.1010101010101,-4.7,-4.31,-13.678265143962053
5056,ENGTEX GROUP BERHAD,Metals,-2.2782095952827652,-43.75,0.2,0.23,-13.722462878584832
7199,KEIN HING INTERNATIONAL BERHAD,Metals,10.947930574098796,-58.82352941176471,1.2,1.92,-13.738679651299774
5265,OASIS HARVEST CORPORATION BERHAD,"Travel, Leisure & Hospitality",-4.347826086956519,-39.771283354510814,-3.4,-0.77,-14.069732832440199
4065,PPB GROUP BERHAD,Food & Beverages,-13.33333333333333,-44.14922168545357,0.8,14.63,-14.158766505636068
7248,SLP RESOURCES BERHAD,Packaging Materials,-7.913669064748197,-40.74074074074075,0.9,0.49,-14.318322941646683
0172,OCK GROUP BERHAD,Telecommunications Service Providers,-18.390219052470712,-31.06796116504854,1.1,0.67,-14.483454065255776
5316,MST GOLF GROUP BERHAD,Retailers,0.8505467800729027,-49.5,0.4,0.1,-14.49483596597813
5198,ABM FUJIYA BERHAD,Auto Parts,28.99408284023668,-76.38888888888889,-1.2,-0.92,-14.64244181459566
5269,AL-SALAM REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,-1.0309278350515427,-48.14814814814815,0.2,0.24,-14.665722794959908
6017,SHL CONSOLIDATED BHD,Property,-26.890756302521012,-27.485380116959067,1.3,5.12,-15.028840925844019
0246,CNERGENZ BERHAD,Technology Equipment,0.3676470588235281,-52.5,0.6,0.19,-15.481705882352943
7226,WATTA HOLDING BERHAD,Auto Parts,-27.27272727272727,-23.33848531684699,-1.0,-0.59,-15.501363776872276
6602,BCB BERHAD,Property,-22.376237623762375,-30.555555555555557,0.5,0.61,-15.657537953795378
7439,TECK GUAN PERDANA BERHAD,Agricultural Products,-25.08214676889375,-33.333333333333336,2.0,5.97,-15.930644030668127
5249,IOI PROPERTIES GROUP BERHAD,Property,6.1574074074074,-60.321100917431195,0.3,1.26,-15.937108053007139
0239,ECOMATE HOLDINGS BERHAD,Houshold Goods,9.92366412213741,-64.25,1.3,0.16,-16.005900763358774
7154,CLASSITA HOLDINGS BERHAD,Personal Goods,63.440860215053775,-117.16666666666666,0.1,0.02,-16.093741935483866
7052,PADINI HOLDINGS BERHAD,Retailers,1.2622359608449152,-56.928838951310865,1.0,1.75,-16.14998089713978
7231,WELLCALL HOLDINGS BERHAD,"Industrial Materials, Components & Equipment",-2.7444253859348233,-56.42458100558659,5.5,1.57,-16.33670191745642
7133,UNITED U-LI CORPORATION BERHAD,"Industrial Materials, Components & Equipment",-12.374100719424463,-45.13274336283186,1.6,2.84,-16.364053224676894
7128,CAM RESOURCES BERHAD,Houshold Goods,30.415754923413573,-86.04651162790698,0.8,0.65,-16.399227011348025
9121,KPS CONSORTIUM BERHAD,Wood & Wood Products,-12.54467476769121,-44.73684210526315,1.2,2.55,-16.434455061886307
5191,TAMBUN INDAH LAND BERHAD,Property,-15.975103734439832,-41.08527131782945,1.0,1.74,-16.570112515680787
5843,KUMPULAN PERANGSANG SELANGOR BERHAD,Diversified Industrials,-17.212376088915594,-39.68253968253968,0.4,0.7,-16.848474731436582
4375,SOUTH MALAYSIA INDUSTRIES BERHAD,Property,-20.999999999999996,-33.33333333333333,-1.9,-1.15,-16.909999999999997
6939,FIAMMA HOLDINGS BERHAD,Houshold Goods,4.559915164369044,-61.904761904761905,0.6,0.76,-16.931454022117855
7045,SCOMI ENERGY SERVICES BHD,"Energy, Infrastructure, Equipment & Services",0.0,-70.98214285714286,21.1,-0.04,-17.082642857142854
5197,FOCUS LUMBER BERHAD,Wood & Wood Products,12.5,-66.66666666666667,-2.8,-2.07,-17.224
8125,SCIENTEX PACKAGING (AYER KEROH) BERHAD,Packaging Materials,3.641618497109822,-62.33766233766234,0.7,0.83,-17.302813152165754
0083,NOTION VTEC BERHAD,Technology Equipment,47.247247247247245,-108.05555555555554,0.7,0.55,-17.99249249249249
5230,TUNE PROTECT GROUP BERHAD,Insurance,-6.267539756782037,-55.263157894736835,1.1,0.78,-18.083209295455664
5227,IGB REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,3.740814963259842,-68.24890307140008,2.0,2.21,-18.510426432442074
7223,JADI IMAGING HOLDINGS BERHAD,Consumer Services,-16.393442622950815,-37.903225806451616,-11.0,-0.55,-18.599000528820728
7086,ABLEGROUP BERHAD,Building Materials,-7.692307692307687,-55.08474576271186,0.4,0.06,-18.741116036505865
4634,POS MALAYSIA BERHAD,Transportation & Logistics Services,-0.5847953216374324,-49.84984984984986,-13.6,-6.37,-19.124393551446186
0196,QES GROUP BERHAD,"Industrial Materials, Components & Equipment",7.749077490774914,-72.09302325581395,0.7,0.15,-19.133183729511707
9792,SEG INTERNATIONAL BHD,Consumer Services,0.2032520325203179,-64.86486486486487,1.2,0.11,-19.136483849703367
0208,GREATECH TECHNOLOGY BERHAD,Technology Equipment,-16.014234875444842,-50.74946466809423,2.7,0.91,-19.307109863061722
7160,PENTAMASTER CORPORATION BERHAD,Technology Equipment,-16.87880464858882,-49.787234042553195,1.6,1.66,-19.347811607342603
3182,GENTING BERHAD,"Travel, Leisure & Hospitality",-12.16216216216216,-57.0028818443804,0.7,5.81,-19.447513201962767
7765,RAPID SYNERGY BERHAD,Property,-43.0379746835443,-41.726618705035975,10.6,18.42,-19.62537801657408
7374,TIEN WAH PRESS HOLDINGS BERHAD,Industrial Services,4.6961325966850875,-70.72,0.3,0.51,-19.645160220994473
0037,RGB INTERNATIONAL BHD,"Travel, Leisure & Hospitality",-44.71830985915493,-26.717557251908396,7.4,1.25,-19.700760133318997
5291,HPMT HOLDINGS BERHAD,"Industrial Materials, Components & Equipment",9.433962264150942,-75.41322314049587,0.2,0.07,-19.73977826290348
7207,SUCCESS TRANSFORMER CORPORATION BERHAD,"Industrial Materials, Components & Equipment",-13.548387096774196,-53.333333333333336,0.6,0.89,-19.766516129032258
7062,KHIND HOLDINGS BERHAD,Houshold Goods,11.245674740484436,-78.95833333333333,-0.1,-0.24,-20.381797577854663
5247,KAREX BERHAD,Personal Goods,4.247104247104239,-73.58490566037736,0.3,0.13,-20.71534042398194
4243,WTK HOLDINGS BERHAD,Wood & Wood Products,6.1431285623812615,-76.0,0.2,0.39,-20.839061431285625
0166,INARI AMERTRON BERHAD,Semiconductors,1.067986454805947,-71.64705882352942,0.9,0.64,-20.86572171061704
5303,SWIFT HAULAGE BERHAD,Transportation & Logistics Services,8.988095238095228,-79.5774647887324,0.8,0.65,-20.88681086519115
3441,JOHAN HOLDINGS BERHAD,Other Financials,-48.52941176470589,-19.999999999999996,-2.3,-0.36,-21.090823529411765
9776,SINMAH CAPITAL BERHAD,Agricultural Products,-16.36363636363637,-50.0,-5.2,-0.96,-21.14109090909091
9369,TEO GUAN LEE CORPORATION BERHAD,Personal Goods,0.4854368932038833,-72.04347826086956,0.5,0.76,-21.2154124102997
0012,THREE-A RESOURCES BERHAD,Food & Beverages,-6.7585301837270295,-65.78947368421053,1.1,1.07,-21.33040116038127
7107,ORIENTAL FOOD INDUSTRIES HOLDINGS BERHAD,Food & Beverages,6.509945750452073,-78.89908256880733,0.9,0.96,-21.344741045506577
7095,P.I.E. INDUSTRIAL BERHAD,"Industrial Materials, Components & Equipment",-18.716755319148938,-55.10204081632652,1.3,2.24,-21.437638840642634
6807,PUNCAK NIAGA HOLDINGS BERHAD,Construction,-49.21465968586387,-18.272425249169434,-2.0,-5.49,-21.74412548050999
2984,FACB INDUSTRIES INCORPORATED BERHAD,Metals,-29.75206611570248,-43.7,0.3,0.67,-21.841619834710745
7323,KEN HOLDINGS BERHAD,Property,-40.56603773584906,-35.0,0.7,1.47,-22.235811320754717
7227,UMS-NEIKEN GROUP BERHAD,"Industrial Materials, Components & Equipment",-2.7932960893854775,-72.0625,0.4,0.57,-22.262738826815642
2054,TDM BERHAD,Plantation,10.097919216646268,-85.36585365853658,0.4,0.14,-22.472380332567095
7066,YONG TAI BERHAD,Property,-38.34586466165414,-34.92063492063493,-1.5,-0.97,-22.47394987468672
7216,KAWAN FOOD BERHAD,Food & Beverages,12.24747474747474,-87.54545454545455,0.3,0.27,-22.475393939393943
5223,MENTIGA CORPORATION BERHAD,Plantation,45.83333333333333,-122.64102564102564,0.4,1.23,-22.71630769230769
6998,BINTAI KINDEN CORPORATION BERHAD,Industrial Engineering,-25.75757575757576,-48.33333333333333,-2.7,-0.25,-22.817272727272726
0078,GDEX BERHAD,Transportation & Logistics Services,7.121661721068251,-82.92682926829268,-0.4,-0.03,-22.827550264167325
0197,WEGMANS HOLDINGS BERHAD,Houshold Goods,-34.92537313432836,-40.8450704225352,-0.9,-0.22,-22.95513306705907
5042,TSR CAPITAL BERHAD,Construction,107.0,-185.59411146161935,0.6,0.5,-23.3582334384858
9997,PENSONIC HOLDINGS BERHAD,Houshold Goods,9.15300546448088,-87.5,0.0,0.03,-23.498098360655735
9741,ROHAS TECNIC BERHAD,Industrial Engineering,-21.485714285714288,-57.3,0.3,0.18,-23.539714285714282
8478,HWA TAI INDUSTRIES BERHAD,Food & Beverages,27.27272727272727,-106.5,0.5,0.17,-23.63418181818182
5199,HIBISCUS PETROLEUM BERHAD,Oil & Gas Producers,-36.05679078489151,-51.00453661697991,2.7,9.54,-23.670398220561424
0219,RESERVOIR LINK ENERGY BHD,"Energy, Infrastructure, Equipment & Services",-36.63220088626292,-43.00000000000001,0.7,0.22,-23.70566026587888
0149,FIBON BERHAD,"Industrial Materials, Components & Equipment",-1.8867924528301885,-79.71428571428572,0.5,0.29,-24.32232345013477
7017,KOMARKCORP BERHAD,Packaging Materials,-65.67164179104478,-14.814814814814811,-2.5,-1.01,-24.847936981757876
5100,BP PLASTICS HOLDING BHD,Packaging Materials,6.655290102389078,-90.02739726027397,0.3,0.26,-24.89963214736547
0059,ECOBUILT HOLDINGS BERHAD,Telecommunications Service Providers,0.0,0.0,-115.9,-10.0,-25.180000000000003
2259,TALAM TRANSFORM BERHAD,Property,-64.1025641025641,-17.85714285714286,-3.1,-0.15,-25.23791208791209
5248,BERMAZ AUTO BERHAD,Automotive,-35.309999999999995,-55.271920088790225,5.4,3.45,-25.404576026637063
9695,PLS PLANTATIONS BERHAD,Plantation,-18.927444794952685,-66.33333333333333,0.2,0.11,-25.516233438485806
2607,INCH KENNETH KAJANG RUBBER PUBLIC LTD CO,Plantation,-32.18390804597702,-53.44506517690875,0.0,0.07,-25.674691966865726
0136,GREENYIELD BERHAD,Agricultural Products,-12.871287128712872,-72.91304347826086,-0.5,-0.11,-25.85729918209212
5163,SEREMBAN ENGINEERING BERHAD,Industrial Engineering,-25.0,-62.33183856502242,0.7,0.32,-25.995551569506727
4847,EPICON BERHAD,Construction,6.426735218509005,-95.78414839797638,3.2,0.42,-26.083223953840214
7025,WOODLANDOR HOLDINGS BHD,Wood & Wood Products,13.33333333333333,-102.14521452145216,0.0,0.03,-26.637564356435647
8591,CREST BUILDER HOLDINGS BERHAD,Construction,20.55084745762712,-110.67213114754098,0.2,0.4,-26.916385106974158
3719,PANASONIC MANUFACTURING MALAYSIA BERHAD,Houshold Goods,-0.1269035532994955,-92.46987951807228,0.3,4.0,-26.91903492141153
0143,KEY ASIC BERHAD,Semiconductors,-28.301886792452834,-59.375,-5.6,-0.09,-27.44106603773585
3565,WCE HOLDINGS BERHAD,Construction,-34.40347071583514,-56.19834710743802,-1.1,-0.35,-27.470545346981943
0101,TMC LIFE SCIENCES BERHAD,Health Care Providers,-11.255411255411252,-80.79470198675497,0.3,0.17,-27.521033972649867
5673,JENTAYU SUSTAINABLES BERHAD,Industrial Services,-51.315789473684205,-38.02816901408451,-3.1,-0.98,-27.619187546330615
7803,HEXTAR HEALTHCARE BERHAD,Health Care Equipment & Services,-33.18681318681319,-58.163265306122454,-0.8,-0.4,-27.64502354788069
2828,C.I. HOLDINGS BERHAD,Food & Beverages,-16.666666666666664,-78.06122448979592,0.9,2.64,-27.710367346938778
9571,MITRAJAYA HOLDINGS BERHAD,Construction,93.57638888888889,-187.0967741935484,0.4,0.35,-27.906115591397857
5001,MIECO CHIPBOARD BERHAD,Wood & Wood Products,9.384460141271433,-103.7037037037037,0.5,0.17,-28.161773068729676
7020,ASTEEL GROUP BERHAD,Metals,-1.6742770167427867,-91.96551724137932,-0.4,-0.05,-28.181938277436632
2755,FCW HOLDINGS BERHAD,Houshold Goods,-5.555555555555558,-89.03508771929825,0.2,0.25,-28.28719298245614
7071,OCR GROUP BERHAD,Construction,-81.03448275862068,-14.080000000000004,0.3,0.03,-28.468344827586204
7137,UMS HOLDINGS BERHAD,"Industrial Materials, Components & Equipment",11.309523809523814,-106.20782726045884,0.0,-0.11,-28.491491035280504
2445,KUALA LUMPUR KEPONG BERHAD,Plantation,-1.7241379310344862,-94.15305245055887,0.0,0.6,-28.643157114478004
4286,SEAL INCORPORATED BERHAD,Property,18.518518518518512,-113.56783919597989,-0.5,-0.4,-28.694796203238408
0146,JF TECHNOLOGY BERHAD,Technology Equipment,-6.542056074766355,-89.58064516129032,0.2,0.03,-28.790810370817002
7208,EURO HOLDINGS BERHAD,Consumer Services,-40.71146245059288,-56.75675675675676,-4.7,-0.24,-30.22846576220489
0250,YX PRECIOUS METALS BHD,Personal Goods,-6.716417910447758,-94.3157894736842,0.1,0.03,-30.28366221523959
7722,ASIA BRANDS BERHAD,Personal Goods,-9.375,-91.8,0.1,0.07,-30.3185
1503,GUOCOLAND (MALAYSIA) BERHAD,Property,-49.41275167785235,-52.08333333333333,0.2,0.35,-30.3388255033557
9601,HO WAH GENTING BERHAD,"Industrial Materials, Components & Equipment",4.209541627689428,-105.34375,-0.2,-0.08,-30.396262511693166
7139,NICHE CAPITAL EMAS HOLDINGS BERHAD,Personal Goods,-98.78620689655172,-0.0,-3.7,-0.22,-30.419862068965514
4219,BERJAYA LAND BERHAD,"Travel, Leisure & Hospitality",-9.999999999999998,-92.4119241192412,0.1,0.06,-30.69157723577236
2429,TANCO HOLDINGS BERHAD,Property,-25.47528517110266,-76.88679245283019,0.0,0.0,-30.708623287179854
5187,HB GLOBAL LIMITED,Food & Beverages,-10.483870967741938,-91.9,-0.6,-0.07,-30.84916129032258
0118,TRIVE PROPERTY GROUP BERHAD,Technology Equipment,-30.47619047619048,-73.33333333333334,0.0,0.0,-31.142857142857146
0049,OCEANCASH PACIFIC BERHAD,Personal Goods,-4.040404040404044,-101.51133501259446,1.3,0.63,-31.27952171589955
1619,DRB-HICOM BERHAD,Automotive,2.499999999999991,-107.48587570621469,-0.1,-0.27,-31.569762711864403
9717,SYCAL VENTURES BERHAD,Construction,-93.804537521815,-11.578947368421057,0.1,0.04,-31.587045467070823
3158,YNH PROPERTY BERHAD,Property,-58.05422647527912,-44.11764705882353,-1.9,-3.92,-31.815562060230793
8834,IREKA CORPORATION BERHAD,Construction,-95.10086455331412,-12.195121951219502,2.9,-1.68,-31.944795951360085
5104,CITRA NUSA HOLDINGS BERHAD,Consumer Services,-3.821656050955413,-100.94562647754135,-2.6,-0.23,-31.996184758549028
5066,NTPM HOLDINGS BERHAD,Houshold Goods,-2.625723186470852,-104.05,0.0,0.01,-32.00071695594125
5204,AWANBIRU TECHNOLOGY BERHAD,Digital Services,-60.60606060606061,-47.02970297029702,0.4,0.08,-32.19472907290729
9873,PRESTAR RESOURCES BERHAD,Metals,-21.567217828900077,-86.48648648648648,0.2,0.29,-32.31811129461597
8885,AVILLION BERHAD,"Travel, Leisure & Hospitality",-5.05050505050505,-103.08880308880308,0.0,0.0,-32.44179244179244
7130,RENEUCO BERHAD,Personal Goods,-10.86956521739132,-97.44204636290968,-1.7,-0.31,-32.8954834740903
7247,SCGM BHD,Packaging Materials,0.0,-109.23076923076924,-1.0,-0.62,-33.09323076923078
7935,MILUX CORPORATION BERHAD,Houshold Goods,-15.789473684210533,-95.77754891864058,-0.1,-0.02,-33.49410678085533
7016,CHUAN HUAT RESOURCES BHD,Building Materials,20.59988681380871,-130.76923076923077,-1.0,-1.78,-33.60680318662663
7222,IMASPRO CORPORATION BERHAD,Chemicals,-18.055555555555557,-94.85714285714286,0.1,0.14,-33.825809523809525
9008,OMESTI BERHAD,Digital Services,-40.520446096654275,-58.33333333333333,-19.3,-1.75,-33.86613382899628
6173,BINA DARULAMAN BERHAD,Property,-29.751243781094526,-83.89999999999999,0.2,0.26,-34.003373134328356
7188,BTM RESOURCES BERHAD,Wood & Wood Products,-89.0721649484536,-22.72727272727273,-2.2,-0.13,-34.0058313027179
8435,CONCRETE ENGINEERING PRODUCTS BERHAD,Building Materials,-52.6027397260274,-64.70588235294117,3.0,2.38,-34.11658662369057
0051,CUSCAPI BERHAD,Software,100.0,-219.51219512195124,7.4,0.52,-34.269658536585375
3042,PETRON MALAYSIA REFINING & MARKETING BHD,Oil & Gas Producers,-22.44897959183674,-94.38339438339436,0.2,1.72,-34.66571219256933
5188,CHINA OUHUA WINERY HOLDINGS LIMITED,Food & Beverages,-60.0,-55.00000000000001,-0.9,-0.13,-34.706
7078,AHMAD ZAKI RESOURCES BERHAD,Construction,-19.08831908831908,-96.455,-0.4,-0.11,-34.76499572649572
7253,HANDAL ENERGY BERHAD,"Energy, Infrastructure, Equipment & Services",-73.62637362637363,-32.25806451612904,-17.3,-0.52,-35.3293314427508
6637,PNE PCB BERHAD,"Industrial Materials, Components & Equipment",19.41176470588235,-138.6875,1.4,0.11,-35.48072058823529
4405,TAN CHONG MOTOR HOLDINGS BERHAD,Automotive,-28.793474915358573,-78.10650887573965,-3.5,-13.85,-35.53999513732947
0268,L&P GLOBAL BERHAD,Industrial Services,-30.482456140350877,-88.578125,0.7,0.13,-35.55217434210526
7117,CJ CENTURY LOGISTICS HOLDINGS BERHAD,Transportation & Logistics Services,1.0031347962382364,-120.45714285714286,-0.2,-0.12,-35.900202418271384
5161,JCY INTERNATIONAL BERHAD,Technology Equipment,32.93650793650793,-155.4421768707483,2.4,0.77,-36.117700680272115
0183,SALUTICA BERHAD,Personal Goods,-50.68493150684932,-60.00000000000001,-13.4,-2.09,-36.303479452054795
5281,ADVANCECON HOLDINGS BERHAD,Construction,-21.92339038304808,-100.6611570247934,0.0,0.0,-36.775364222352444
7043,XIN SYNERGY GROUP BERHAD,Building Materials,-83.87096774193549,-40.0,-0.6,-0.25,-37.331290322580635
5703,MUHIBBAH ENGINEERING (M) BHD,Construction,47.526132404181176,-172.1311475409836,-0.3,-0.61,-37.56350454104073
7120,AXTERIA GROUP BERHAD,Property,-47.247706422018354,-79.07801418439716,0.1,0.01,-37.87571618192465
5192,K.SENG SENG CORPORATION BERHAD,"Industrial Materials, Components & Equipment",0.4784688995215225,-128.2051282051282,0.9,0.64,-38.009997791682004
7077,KERJAYA PROSPEK PROPERTY BERHAD,Property,-49.13419913419913,-81.14035087719299,0.6,0.8,-38.80236500341764
7073,SEACERA GROUP BERHAD,Building Materials,-50.877192982456144,-80.06666666666666,0.0,0.05,-39.27315789473685
5286,MI TECHNOVATION BERHAD,Technology Equipment,19.613821138211375,-150.70422535211267,-0.7,-0.8,-39.627121264170384
6041,FARLIM GROUP (MALAYSIA) BHD,Property,53.33333333333334,-189.47368421052633,1.5,1.12,-40.318105263157896
2674,ALCOM GROUP BERHAD,Metals,7.457627118644061,-140.3225806451613,-1.1,-1.86,-40.45148605795517
5252,SASBADI HOLDINGS BERHAD,Media,40.47619047619047,-173.3333333333333,-2.7,-0.94,-40.58514285714285
9407,PARAGON UNION BERHAD,Houshold Goods,-36.904761904761905,-99.71910112359552,0.0,0.03,-40.981158908507226
7168,PRG HOLDINGS BERHAD,Personal Goods,-15.028248587570625,-121.93333333333334,-0.2,-0.08,-41.14447457627118
3174,LAND & GENERAL BERHAD,Property,-48.394004282655246,-89.16256157635468,0.2,0.07,-41.21296975770297
7229,FAVELLE FAVCO BERHAD,Industrial Engineering,26.6,-162.8099173553719,-1.0,-3.22,-41.70697520661157
0090,ELSOFT RESEARCH BERHAD,Technology Equipment,-43.75,-95.6,0.1,0.01,-41.78299999999999
5253,ECONPILE HOLDINGS BERHAD,Construction,-33.582089552238806,-105.9375,0.0,0.01,-41.85387686567164
9288,BONIA CORPORATION BERHAD,Personal Goods,-16.80497925311203,-122.5,-0.4,-0.92,-42.055493775933606
7221,BSL CORPORATION BERHAD,Metals,-33.46153846153847,-113.41463414634148,5.7,0.57,-42.80885178236399
1899,BATU KAWAN BERHAD,Plantation,-1.6666666666666718,-137.5,-0.3,-5.03,-42.816
2682,PARKWOOD HOLDINGS BERHAD,Property,-58.06451612903225,-84.83333333333334,0.1,0.07,-42.83535483870967
5190,BENALEC HOLDINGS BERHAD,Construction,17.272727272727263,-162.9139072847682,2.6,0.93,-42.98635400361227
5184,CYPARK RESOURCES BERHAD,Industrial Services,-11.030741410488243,-131.8548387096774,-0.5,-0.77,-43.1196740360497
7889,THRIVEN GLOBAL BERHAD,Property,-34.09090909090909,-110.09090909090908,0.4,0.08,-43.158545454545454
8176,ATA IMS BERHAD,"Industrial Materials, Components & Equipment",-56.218057921635435,-82.22222222222221,-7.0,-2.04,-43.3400840431573
5205,EVERSENDAI CORPORATION BERHAD,Construction,-31.983805668016196,-113.9240506329114,1.5,0.56,-43.36035689027828
5169,HO HUP CONSTRUCTION COMPANY BHD,Construction,-89.25233644859813,-50.806451612903224,-6.5,-3.6,-44.0376364184504
7076,CB INDUSTRIAL PRODUCT HOLDING BERHAD,"Industrial Materials, Components & Equipment",-25.551782682512737,-120.71428571428572,-0.3,-0.61,-44.061820519039536
5208,EITA RESOURCES BERHAD,"Industrial Materials, Components & Equipment",20.83818393480792,-167.85714285714286,-1.6,-1.27,-44.679687676700475
7181,ARB BERHAD,Software,-55.886157826649416,-94.34523809523807,1.0,0.16,-44.837418776566246
5237,MPHB Capital Berhad,Property,10.000000000000009,-160.45454545454544,0.0,-0.1,-45.156363636363636
7501,HARN LEN CORPORATION BHD,Plantation,77.45098039215685,-232.43243243243245,1.5,0.86,-46.022435612082674
6068,PCCS GROUP BERHAD,Personal Goods,35.891381345926796,-185.71428571428572,-6.2,-4.5,-47.086871310507675
7080,PERMAJU INDUSTRIES BERHAD,Automotive,-64.6341463414634,-91.1764705882353,-2.6,-0.36,-47.33518507890962
9172,FORMOSA PROSONIC INDUSTRIES BERHAD,Houshold Goods,-14.456289978678038,-137.01431492842536,-3.5,-7.06,-47.55318147213102
5283,ECO WORLD INTERNATIONAL BERHAD,Property,-95.45454545454544,-67.6392572944297,-0.9,-0.51,-49.21014082469253
5134,SOUTHERN ACIDS (M) BERHAD,Chemicals,28.215053763440867,-196.29629629629628,0.7,3.77,-49.53037275985662
7157,CYL CORPORATION BERHAD,Packaging Materials,0.9345794392523256,-170.23809523809524,0.8,0.47,-50.53705473965287
9598,PINTARAS JAYA BHD,Construction,54.19630156472262,-225.0,1.0,2.4,-50.56110953058322
6076,ENCORP BERHAD,Property,-28.327645051194537,-136.0,-3.5,-3.72,-50.74229351535836
8532,PERTAMA DIGITAL BERHAD,Personal Goods,0.0,-171.89349112426035,1.5,0.06,-51.256047337278105
9628,LEBTECH BERHAD,Construction,-59.70149253731343,-113.41463414634148,-0.1,-0.07,-51.96883800509648
6912,PASDEC HOLDINGS BERHAD,Property,-75.79908675799088,-98.32758620689656,0.0,0.02,-52.234001889466235
7233,DUFU TECHNOLOGY CORP. BERHAD,"Industrial Materials, Components & Equipment",19.3840579710145,-194.1176470588235,-1.0,-0.6,-52.7400767263427
7164,KNM GROUP BERHAD,Other Energy Resources,-25.58210784313726,-137.53846153846152,-17.4,-1.91,-52.79817081447963
3476,KECK SENG (MALAYSIA) BERHAD,Diversified Industrials,31.818181818181813,-201.66204986149583,-1.4,-10.2,-53.27316041299421
7053,SEE HUP CONSOLIDATED BERHAD,Transportation & Logistics Services,5.067567567567566,-188.659793814433,0.2,0.22,-54.99366787405963
5213,SENTORIA GROUP BERHAD,Property,-111.01321585903084,-5.514705882352944,-93.1,-8.38,-55.25437652241514
3905,MULPHA INTERNATIONAL BERHAD,"Travel, Leisure & Hospitality",-41.207474844274074,-136.19246861924685,-1.0,-11.12,-55.64398303905627
5231,PBS BERHAD,Consumer Services,-61.49068322981367,-120.1923076923077,-6.4,-0.7,-55.92489727663641
3247,GUH HOLDINGS BERHAD,"Industrial Materials, Components & Equipment",-7.352941176470584,-178.26086956521738,-0.8,-1.27,-56.09814322250638
4081,PAN MALAYSIA CORPORATION BERHAD,"Travel, Leisure & Hospitality",-11.16352201257862,-171.42857142857142,-5.6,-1.31,-56.159628032345005
5035,KNUSFORD BERHAD,Industrial Services,-54.02985074626866,-133.76623376623377,-1.2,-2.65,-57.108825353750724
2127,COMFORT GLOVES BERHAD,"Industrial Materials, Components & Equipment",45.71823204419889,-232.91139240506328,-3.2,-4.54,-57.70594810825931
2852,CAHYA MATA SARAWAK BERHAD,Building Materials,-0.662471016893007,-192.0,-0.3,-0.86,-58.0307413050679
7014,YLI HOLDINGS BERHAD,Metals,-40.476190476190474,-152.0,-5.1,-6.1,-59.98285714285715
3239,BERJAYA ASSETS BERHAD,Property,15.780141843971627,-217.3913043478261,0.2,0.11,-60.421348751156344
9237,SARAWAK CONSOLIDATED INDUSTRIES BERHAD,Building Materials,14.467005076142136,-218.7904967602592,-0.7,-0.17,-61.47104750523511
7412,SHH RESOURCES HOLDINGS BERHAD,Houshold Goods,-9.72222222222222,-193.75,-1.8,-1.46,-61.693666666666665
6399,ASTRO MALAYSIA HOLDINGS BERHAD,Media,-9.522085445329475,-199.57537154989384,3.9,0.9,-61.769237098567
5136,HEXTAR TECHNOLOGIES SOLUTIONS BERHAD,Transportation & Logistics Services,-7.452339688041598,-200.0,-4.0,-0.2,-63.075701906412476
7757,UPA CORPORATION BHD,Consumer Services,-24.054054054054053,-185.1851851851852,-0.9,-0.97,-63.14577177177178
