code,category,eps,dps,nta,revenue,profit_loss,quarter,quarter_date,financial_year,announced_date,roe
6769,Property,0.0600,0.000,0.2000,39.6m,1.3m,1,2019-04-30,"31 Jan, 2020",2019-06-27,0.3
6769,Property,0.0700,0.100,0.2000,15.5m,1.6m,4,2019-01-31,"31 Jan, 2019",2019-03-28,0.4
6769,Property,0.0300,0.000,0.2000,25.3m,705.0k,3,2018-10-31,"31 Jan, 2019",2018-12-26,0.2
6769,Property,-0.0500,0.000,0.2000,14.5m,-1.2m,2,2018-07-31,"31 Jan, 2019",2018-09-27,-0.3
6769,Property,0.0400,0.000,0.2000,21.3m,1.0m,1,2018-04-30,"31 Jan, 2019",2018-06-27,0.2
6769,Property,0.1700,0.100,0.2100,24.8m,3.8m,4,2018-01-31,"31 Jan, 2018",2018-03-29,0.8
6769,Property,0.1200,0.000,0.2000,14.2m,2.7m,3,2017-10-31,"31 Jan, 2018",2017-12-21,0.6
6769,Property,0.0200,0.000,0.2000,10.2m,205.0k,2,2017-07-31,"31 Jan, 2018",2017-10-02,0.1
6769,Property,0.8700,0.000,0.2000,29.6m,8.1m,1,2017-04-30,"31 Jan, 2018",2017-06-22,4.4
6769,Property,-0.1600,0.300,0.4000,14.3m,-1.2m,4,2017-01-31,"31 Jan, 2017",2017-03-17,-0.4
6769,Property,-0.1100,0.000,0.4000,3.7m,-835.0k,3,2016-10-31,"31 Jan, 2017",2016-12-15,-0.3
6769,Property,-0.0300,0.000,0.4000,4.2m,-235.0k,2,2016-07-31,"31 Jan, 2017",2016-09-21,-0.1
6769,Property,1.4600,0.000,0.4000,35.2m,11.1m,1,2016-04-30,"31 Jan, 2017",2016-06-29,3.7
7096,Auto Parts,-2.2400,0.000,0.5300,4.8m,-6.9m,2,2024-09-30,"31 Mar, 2025",2024-11-27,-4.2
7096,Auto Parts,1.6000,0.000,0.5500,5.0m,4.9m,1,2024-06-30,"31 Mar, 2025",2024-08-29,2.9
7096,Auto Parts,-5.7800,0.000,0.5400,4.3m,-17.7m,4,2024-03-31,"31 Mar, 2024",2024-05-31,-10.7
7096,Auto Parts,0.4100,0.000,0.5900,6.4m,1.3m,3,2023-12-31,"31 Mar, 2024",2024-02-26,0.7
7096,Auto Parts,-0.0100,0.000,0.0600,6.5m,-214.0k,2,2023-09-30,"31 Mar, 2024",2023-11-24,-0.2
7096,Auto Parts,-0.0900,0.000,0.0600,5.4m,-2.7m,1,2023-06-30,"31 Mar, 2024",2023-08-29,-1.5
7096,Auto Parts,-0.0300,0.000,0.0600,4.9m,-1.1m,4,2023-03-31,"31 Mar, 2023",2023-05-31,-0.5
7096,Auto Parts,0.0600,0.000,0.0600,4.5m,1.9m,3,2022-12-31,"31 Mar, 2023",2023-02-22,1.0
7096,Auto Parts,-0.3600,0.000,0.0600,5.8m,-11.1m,2,2022-09-30,"31 Mar, 2023",2022-11-29,-6.0
7096,Auto Parts,-0.9400,0.000,0.0600,5.9m,-28.8m,1,2022-06-30,"31 Mar, 2023",2022-08-30,-15.7
7096,Auto Parts,-0.3200,0.000,0.0700,4.5m,-9.2m,4,2022-03-31,"31 Mar, 2022",2022-05-31,-4.6
7096,Auto Parts,-0.3000,0.000,0.0700,4.2m,-8.4m,3,2021-12-31,"31 Mar, 2022",2022-02-28,-4.3
7096,Auto Parts,-0.8700,0.000,0.0800,5.1m,-22.9m,2,2021-09-30,"31 Mar, 2022",2021-11-26,-10.9
7096,Auto Parts,0.3500,0.000,0.0800,4.9m,6.6m,1,2021-06-30,"31 Mar, 2022",2021-09-30,4.4
7096,Auto Parts,-0.1400,0.000,0.1100,4.7m,-2.2m,4,2021-03-31,"31 Mar, 2021",2021-05-31,-1.3
7096,Auto Parts,0.0400,0.000,0.1400,5.8m,417.0k,3,2020-12-31,"31 Mar, 2021",2021-02-25,0.3
7096,Auto Parts,-0.0400,0.000,0.1100,7.1m,-350.0k,2,2020-09-30,"31 Mar, 2021",2020-11-17,-0.4
7096,Auto Parts,0.0100,0.000,0.1100,7.6m,69.0k,1,2020-06-30,"31 Mar, 2021",2020-08-25,0.1
7096,Auto Parts,-0.2300,0.000,0.1100,7.6m,-2.3m,4,2020-03-31,"31 Mar, 2020",2020-06-29,-2.1
7096,Auto Parts,0.0400,0.000,0.1100,6.8m,419.0k,3,2019-12-31,"31 Mar, 2020",2020-02-25,0.4
7096,Auto Parts,0.0700,0.000,0.1100,8.6m,644.0k,2,2019-09-30,"31 Mar, 2020",2019-11-22,0.6
7096,Auto Parts,0.0200,0.000,0.1100,5.9m,180.0k,1,2019-06-30,"31 Mar, 2020",2019-08-20,0.2
7096,Auto Parts,-0.1200,0.000,0.1100,7.3m,-1.2m,4,2019-03-31,"31 Mar, 2019",2019-05-27,-1.1
7096,Auto Parts,0.0400,0.000,0.1100,9.5m,391.0k,3,2018-12-31,"31 Mar, 2019",2019-02-25,0.4
7096,Auto Parts,0.0100,0.000,0.1100,11.6m,94.0k,2,2018-09-30,"31 Mar, 2019",2018-11-26,0.1
7096,Auto Parts,0.0100,0.000,0.1100,12.1m,103.0k,1,2018-06-30,"31 Mar, 2019",2018-08-17,0.1
7096,Auto Parts,-0.0200,0.000,0.1100,14.0m,-177.0k,4,2018-03-31,"31 Mar, 2018",2018-05-25,-0.2
7096,Auto Parts,0.0300,0.000,0.1100,16.0m,261.0k,3,2017-12-31,"31 Mar, 2018",2018-02-09,0.3
7096,Auto Parts,-0.0300,0.000,0.1100,18.9m,-318.0k,2,2017-09-30,"31 Mar, 2018",2017-11-22,-0.3
7096,Auto Parts,-0.1000,0.000,0.1100,18.5m,-940.0k,1,2017-06-30,"31 Mar, 2018",2017-08-23,-0.9
7096,Auto Parts,-0.1000,0.000,0.1100,19.7m,-987.0k,4,2017-03-31,"31 Mar, 2017",2017-05-26,-0.9
7096,Auto Parts,0.0000,0.000,0.1100,21.3m,-26.0k,3,2016-12-31,"31 Mar, 2017",2017-02-22,0.0
7096,Auto Parts,0.7800,0.000,0.1100,25.6m,7.6m,2,2016-09-30,"31 Mar, 2017",2016-11-24,7.1
7096,Auto Parts,0.1400,0.000,0.1100,26.6m,1.4m,1,2016-06-30,"31 Mar, 2017",2016-08-24,1.3
3441,Other Financials,-0.3600,0.000,0.1562,3.5m,-4.2m,1,2024-10-31,"31 Jul, 2025",2024-12-16,-2.3
3441,Other Financials,-0.2400,0.000,0.1586,5.6m,-2.8m,4,2024-07-31,"31 Jul, 2024",2024-09-25,-1.5
3441,Other Financials,-0.7500,0.000,0.1626,6.6m,-8.8m,3,2024-04-30,"31 Jul, 2024",2024-06-12,-4.6
3441,Other Financials,-0.0800,0.000,0.1718,3.6m,-988.0k,2,2024-01-31,"31 Jul, 2024",2024-03-26,-0.5
3441,Other Financials,-0.3000,0.000,0.1732,6.8m,-3.5m,1,2023-10-31,"31 Jul, 2024",2023-12-12,-1.7
3441,Other Financials,-0.8400,0.000,0.1814,8.5m,-9.8m,4,2023-07-31,"31 Jul, 2023",2023-09-29,-4.6
3441,Other Financials,-1.8500,0.000,0.1982,4.5m,-21.6m,3,2023-04-30,"31 Jul, 2023",2023-06-16,-9.3
3441,Other Financials,-0.2400,0.000,0.2172,4.4m,-2.8m,2,2023-01-31,"31 Jul, 2023",2023-03-30,-1.1
3441,Other Financials,-0.4100,0.000,0.2148,3.6m,-4.8m,1,2022-10-31,"31 Jul, 2023",2022-12-13,-1.9
3441,Other Financials,-0.5300,0.000,0.2197,14.1m,-6.2m,4,2022-07-31,"31 Jul, 2022",2022-09-30,-2.4
3441,Other Financials,-0.2200,0.000,0.2185,5.6m,-2.6m,3,2022-04-30,"31 Jul, 2022",2022-06-23,-1.0
3441,Other Financials,-0.3600,0.000,0.2178,1.9m,-4.2m,2,2022-01-31,"31 Jul, 2022",2022-03-22,-1.7
3441,Other Financials,0.1600,0.000,0.2099,858.0k,1.8m,1,2021-10-31,"31 Jul, 2022",2021-12-14,0.8
3441,Other Financials,25.1200,0.000,0.2160,2.6m,198.8m,-,2021-07-31,"31 Jul, 2021",2021-09-30,116.3
3441,Other Financials,-0.3800,0.000,0.0568,30.4m,-3.0m,-,2021-04-30,"31 Jul, 2021",2021-07-02,-6.7
3441,Other Financials,-0.1100,0.000,0.0683,29.4m,-828.0k,-,2021-01-31,"31 Jul, 2021",2021-03-31,-1.6
3441,Other Financials,-0.6800,0.000,0.0609,27.0m,-5.3m,3,2020-10-31,"31 Jan, 2021",2020-12-29,-11.2
3441,Other Financials,-1.2700,0.000,0.0710,17.0m,-7.9m,2,2020-07-31,"31 Jan, 2021",2020-09-24,-17.9
3441,Other Financials,-2.2100,0.000,0.0840,19.2m,-13.8m,1,2020-04-30,"31 Jan, 2021",2020-06-25,-26.3
3441,Other Financials,1.5900,0.000,0.1053,23.0m,9.9m,4,2020-01-31,"31 Jan, 2020",2020-03-24,15.1
3441,Other Financials,-3.2200,0.000,0.1064,24.3m,-20.1m,3,2019-10-31,"31 Jan, 2020",2019-12-19,-30.3
3441,Other Financials,-2.1500,0.000,0.1365,24.0m,-13.4m,2,2019-07-31,"31 Jan, 2020",2019-09-26,-15.8
3441,Other Financials,0.9200,0.000,0.1593,25.7m,5.8m,1,2019-04-30,"31 Jan, 2020",2019-06-20,5.8
3441,Other Financials,-0.3600,0.000,0.1529,28.6m,-2.3m,4,2019-01-31,"31 Jan, 2019",2019-03-29,-2.4
3441,Other Financials,-3.3700,0.000,0.1527,25.2m,-21.0m,3,2018-10-31,"31 Jan, 2019",2018-12-21,-22.1
3441,Other Financials,-10.8100,0.000,0.1848,25.8m,-67.3m,2,2018-07-31,"31 Jan, 2019",2018-09-28,-58.5
3441,Other Financials,-0.7200,0.000,0.2918,26.4m,-4.5m,1,2018-04-30,"31 Jan, 2019",2018-06-07,-2.5
3441,Other Financials,-3.6500,0.000,0.2990,28.3m,-22.7m,4,2018-01-31,"31 Jan, 2018",2018-03-21,-12.2
3441,Other Financials,0.1900,0.000,0.3195,31.6m,1.2m,3,2017-10-31,"31 Jan, 2018",2017-12-06,0.6
3441,Other Financials,-1.6000,0.000,0.3211,43.6m,-10.0m,2,2017-07-31,"31 Jan, 2018",2017-09-26,-5.0
3441,Other Financials,1.4700,0.000,0.3357,43.1m,9.1m,1,2017-04-30,"31 Jan, 2018",2017-06-21,4.4
5323,Plantation,3.9300,1.250,1.1100,404.1m,77.1m,3,2024-09-30,"31 Dec, 2024",2024-11-13,3.5
5323,Plantation,2.4400,1.250,1.1500,360.9m,49.7m,2,2024-06-30,"31 Dec, 2024",2024-08-20,2.1
5323,Plantation,2.4500,0.000,1.5300,294.9m,50.0m,1,2024-03-31,"31 Dec, 2024",2024-07-02,1.6
5192,"Industrial Materials, Components & Equipment",0.6400,0.000,0.7500,63.0m,1.1m,3,2024-09-30,"31 Dec, 2024",2024-11-27,0.9
5192,"Industrial Materials, Components & Equipment",1.0000,0.000,0.7300,71.3m,1.5m,2,2024-06-30,"31 Dec, 2024",2024-08-20,1.4
5192,"Industrial Materials, Components & Equipment",0.6700,0.000,0.7300,96.4m,1.0m,1,2024-03-31,"31 Dec, 2024",2024-05-29,0.9
5192,"Industrial Materials, Components & Equipment",-6.8500,0.000,0.7300,95.7m,-10.2m,4,2023-12-31,"31 Dec, 2023",2024-02-28,-9.4
5192,"Industrial Materials, Components & Equipment",-2.6800,0.000,0.7900,62.7m,-3.9m,3,2023-09-30,"31 Dec, 2023",2023-11-22,-3.4
5192,"Industrial Materials, Components & Equipment",0.1000,0.000,0.7800,46.3m,136.0k,2,2023-06-30,"31 Dec, 2023",2023-08-23,0.1
5192,"Industrial Materials, Components & Equipment",0.4800,0.000,0.7600,42.0m,630.0k,1,2023-03-31,"31 Dec, 2023",2023-05-24,0.6
5192,"Industrial Materials, Components & Equipment",-1.4300,0.000,0.7500,39.2m,-1.8m,4,2022-12-31,"31 Dec, 2022",2023-02-23,-1.9
5192,"Industrial Materials, Components & Equipment",0.1600,0.000,0.7700,58.4m,201.0k,3,2022-09-30,"31 Dec, 2022",2022-11-22,0.2
5192,"Industrial Materials, Components & Equipment",0.8800,0.000,0.8600,47.0m,1.0m,2,2022-06-30,"31 Dec, 2022",2022-08-29,1.0
5192,"Industrial Materials, Components & Equipment",1.8100,0.000,0.8500,48.1m,2.1m,1,2022-03-31,"31 Dec, 2022",2022-05-26,2.1
5192,"Industrial Materials, Components & Equipment",3.0800,0.000,0.8400,44.4m,3.5m,4,2021-12-31,"31 Dec, 2021",2022-02-24,3.7
5192,"Industrial Materials, Components & Equipment",1.4000,0.000,0.8000,31.1m,1.6m,3,2021-09-30,"31 Dec, 2021",2021-11-26,1.8
5192,"Industrial Materials, Components & Equipment",3.5400,0.010,0.8000,41.2m,4.1m,2,2021-06-30,"31 Dec, 2021",2021-08-25,4.4
5192,"Industrial Materials, Components & Equipment",1.3300,0.000,0.7700,35.3m,1.5m,1,2021-03-31,"31 Dec, 2021",2021-05-25,1.7
5192,"Industrial Materials, Components & Equipment",-1.6900,0.000,0.8400,33.8m,-1.6m,4,2020-12-31,"31 Dec, 2020",2021-02-25,-2.0
5192,"Industrial Materials, Components & Equipment",1.8300,0.000,0.8100,31.3m,1.8m,3,2020-09-30,"31 Dec, 2020",2020-11-24,2.3
5192,"Industrial Materials, Components & Equipment",-0.5900,0.000,0.7900,18.6m,-569.0k,2,2020-06-30,"31 Dec, 2020",2020-08-24,-0.7
5192,"Industrial Materials, Components & Equipment",-0.5700,0.000,0.8000,22.4m,-546.0k,1,2020-03-31,"31 Dec, 2020",2020-06-24,-0.7
5192,"Industrial Materials, Components & Equipment",-2.4000,0.000,0.8100,30.7m,-2.3m,4,2019-12-31,"31 Dec, 2019",2020-02-26,-3.0
5192,"Industrial Materials, Components & Equipment",0.6900,0.000,0.8300,27.3m,667.0k,3,2019-09-30,"31 Dec, 2019",2019-11-20,0.8
5192,"Industrial Materials, Components & Equipment",0.3500,0.000,0.8200,27.8m,335.0k,2,2019-06-30,"31 Dec, 2019",2019-08-28,0.4
5192,"Industrial Materials, Components & Equipment",-0.7700,0.000,0.8200,21.7m,-742.0k,1,2019-03-31,"31 Dec, 2019",2019-05-21,-0.9
5192,"Industrial Materials, Components & Equipment",-0.2400,0.000,0.8300,26.5m,-228.0k,4,2018-12-31,"31 Dec, 2018",2019-02-26,-0.3
5192,"Industrial Materials, Components & Equipment",0.4600,0.000,0.8300,31.2m,440.0k,3,2018-09-30,"31 Dec, 2018",2018-11-28,0.6
5192,"Industrial Materials, Components & Equipment",0.4700,0.000,0.8300,23.7m,454.0k,2,2018-06-30,"31 Dec, 2018",2018-08-21,0.6
5192,"Industrial Materials, Components & Equipment",0.2400,0.000,0.8400,25.2m,233.0k,1,2018-03-31,"31 Dec, 2018",2018-05-21,0.3
5192,"Industrial Materials, Components & Equipment",2.7200,0.000,0.8400,39.8m,2.6m,4,2017-12-31,"31 Dec, 2017",2018-02-26,3.2
5192,"Industrial Materials, Components & Equipment",1.0000,0.000,0.8100,31.6m,960.0k,3,2017-09-30,"31 Dec, 2017",2017-11-21,1.2
5192,"Industrial Materials, Components & Equipment",0.1800,0.000,0.8000,27.1m,177.0k,2,2017-06-30,"31 Dec, 2017",2017-08-29,0.2
5192,"Industrial Materials, Components & Equipment",1.7200,0.000,0.8100,24.8m,1.6m,1,2017-03-31,"31 Dec, 2017",2017-05-31,2.1
5192,"Industrial Materials, Components & Equipment",1.6100,0.000,0.7900,26.8m,1.5m,4,2016-12-31,"31 Dec, 2016",2017-02-28,2.0
5192,"Industrial Materials, Components & Equipment",0.9600,0.000,0.7800,24.8m,922.0k,3,2016-09-30,"31 Dec, 2016",2016-11-21,1.2
5192,"Industrial Materials, Components & Equipment",1.1500,0.000,0.7700,27.6m,1.1m,2,2016-06-30,"31 Dec, 2016",2016-08-22,1.5
5192,"Industrial Materials, Components & Equipment",0.1700,0.000,0.7600,22.9m,166.0k,1,2016-03-31,"31 Dec, 2016",2016-05-31,0.2
8672,Retailers,-1.8500,0.000,1.0700,9.4m,-3.7m,1,2024-09-30,"30 Jun, 2025",2024-11-29,-1.7
8672,Retailers,-1.8700,0.000,1.0900,11.7m,-3.7m,4,2024-06-30,"30 Jun, 2024",2024-08-30,-1.7
8672,Retailers,-0.7400,0.000,1.1000,17.5m,-1.5m,3,2024-03-31,"30 Jun, 2024",2024-05-30,-0.7
8672,Retailers,-1.1000,0.000,1.1100,14.8m,-2.2m,2,2023-12-31,"30 Jun, 2024",2024-02-29,-1.0
8672,Retailers,-1.6500,0.000,1.1200,11.6m,-3.3m,1,2023-09-30,"30 Jun, 2024",2023-11-29,-1.5
8672,Retailers,-1.0300,0.000,1.1400,16.9m,-2.0m,4,2023-06-30,"30 Jun, 2023",2023-08-30,-0.9
8672,Retailers,0.0000,0.000,1.1500,19.7m,5.0k,3,2023-03-31,"30 Jun, 2023",2023-05-30,0.0
8672,Retailers,-0.5000,0.000,1.1500,17.3m,-997.0k,2,2022-12-31,"30 Jun, 2023",2023-02-28,-0.4
8672,Retailers,-1.0900,0.000,1.1500,14.6m,-2.2m,1,2022-09-30,"30 Jun, 2023",2022-11-29,-0.9
8672,Retailers,4.9400,0.000,1.1600,23.8m,9.8m,4,2022-06-30,"30 Jun, 2022",2022-08-30,4.3
8672,Retailers,-0.5200,0.000,1.0600,18.3m,-1.0m,3,2022-03-31,"30 Jun, 2022",2022-05-30,-0.5
8672,Retailers,-0.9700,0.000,1.0600,16.6m,-1.9m,2,2021-12-31,"30 Jun, 2022",2022-02-28,-0.9
8672,Retailers,-0.8900,0.000,1.0700,3.9m,-1.8m,1,2021-09-30,"30 Jun, 2022",2021-11-30,-0.8
8672,Retailers,0.1200,0.000,1.0800,19.6m,234.0k,-,2021-06-30,"30 Jun, 2021",2021-09-30,0.1
8672,Retailers,-0.4000,0.000,1.0800,19.5m,-792.0k,-,2021-03-31,"30 Jun, 2021",2021-05-31,-0.4
8672,Retailers,-0.8300,0.000,1.0900,17.8m,-1.7m,-,2020-12-31,"30 Jun, 2021",2021-03-29,-0.8
8672,Retailers,-0.9700,0.000,1.0900,19.5m,-1.9m,2,2020-09-30,"31 Mar, 2021",2020-11-26,-0.9
8672,Retailers,-0.4900,0.000,1.1000,14.2m,-978.0k,1,2020-06-30,"31 Mar, 2021",2020-08-28,-0.4
8672,Retailers,-1.6800,0.000,1.1000,23.0m,-3.3m,4,2020-03-31,"31 Mar, 2020",2020-06-30,-1.5
8672,Retailers,-0.1900,0.000,1.1200,29.8m,-381.0k,3,2019-12-31,"31 Mar, 2020",2020-02-28,-0.2
8672,Retailers,-0.6600,0.000,1.1200,21.6m,-1.3m,2,2019-09-30,"31 Mar, 2020",2019-11-28,-0.6
8672,Retailers,0.5600,0.000,1.1300,34.9m,1.1m,1,2019-06-30,"31 Mar, 2020",2019-08-30,0.5
8672,Retailers,0.3800,0.000,1.1200,27.4m,759.0k,4,2019-03-31,"31 Mar, 2019",2019-05-31,0.3
8672,Retailers,0.1600,0.000,1.1200,29.3m,324.0k,3,2018-12-31,"31 Mar, 2019",2019-02-28,0.1
8672,Retailers,-1.3100,0.000,1.1200,23.4m,-2.6m,2,2018-09-30,"31 Mar, 2019",2018-11-28,-1.2
8672,Retailers,0.8800,0.000,1.1300,37.0m,1.7m,1,2018-06-30,"31 Mar, 2019",2018-08-24,0.8
8672,Retailers,-0.6000,0.000,1.1300,29.4m,-1.2m,-,2018-03-31,"31 Mar, 2018",2018-05-31,-0.5
8672,Retailers,-0.5000,0.000,1.1300,33.9m,-991.0k,-,2017-12-31,"31 Mar, 2018",2018-02-28,-0.4
5247,Personal Goods,0.1300,0.000,0.4500,135.0m,1.4m,1,2024-09-30,"30 Jun, 2025",2024-11-21,0.3
5247,Personal Goods,0.4600,0.500,0.4600,123.9m,4.8m,4,2024-06-30,"30 Jun, 2024",2024-08-23,1.0
5247,Personal Goods,0.5700,0.500,0.4600,127.0m,6.0m,3,2024-03-31,"30 Jun, 2024",2024-05-21,1.2
5247,Personal Goods,0.7000,0.000,0.4500,127.4m,7.3m,2,2023-12-31,"30 Jun, 2024",2024-02-26,1.6
5247,Personal Goods,0.5000,0.500,0.4600,129.5m,5.3m,1,2023-09-30,"30 Jun, 2024",2023-11-24,1.1
5247,Personal Goods,0.3700,0.500,0.4500,134.9m,3.9m,4,2023-06-30,"30 Jun, 2023",2023-08-28,0.8
5247,Personal Goods,0.2100,0.000,0.4400,123.7m,2.2m,3,2023-03-31,"30 Jun, 2023",2023-05-26,0.5
5247,Personal Goods,0.1900,0.000,0.4400,128.5m,2.0m,2,2022-12-31,"30 Jun, 2023",2023-02-24,0.4
5247,Personal Goods,0.2200,0.000,0.4400,145.0m,2.3m,1,2022-09-30,"30 Jun, 2023",2022-11-25,0.5
5247,Personal Goods,-0.3200,0.000,0.4300,122.7m,-3.4m,4,2022-06-30,"30 Jun, 2022",2022-08-29,-0.7
5247,Personal Goods,-0.0700,0.000,0.4400,99.5m,-748.0k,3,2022-03-31,"30 Jun, 2022",2022-05-27,-0.2
5247,Personal Goods,-0.2700,0.000,0.4400,103.5m,-2.8m,2,2021-12-31,"30 Jun, 2022",2022-02-21,-0.6
5247,Personal Goods,0.0700,0.000,0.4400,96.0m,769.0k,1,2021-09-30,"30 Jun, 2022",2021-11-26,0.2
5247,Personal Goods,-0.4800,0.000,0.4400,106.7m,-5.1m,4,2021-06-30,"30 Jun, 2021",2021-09-29,-1.1
5247,Personal Goods,-0.3000,0.000,0.4500,95.6m,-3.2m,3,2021-03-31,"30 Jun, 2021",2021-05-24,-0.7
5247,Personal Goods,0.2800,0.000,0.4500,115.8m,2.8m,2,2020-12-31,"30 Jun, 2021",2021-02-22,0.6
5247,Personal Goods,0.4400,0.000,0.4800,101.7m,4.5m,1,2020-09-30,"30 Jun, 2021",2020-11-23,0.9
5247,Personal Goods,0.1400,0.000,0.4800,91.1m,1.4m,4,2020-06-30,"30 Jun, 2020",2020-08-24,0.3
5247,Personal Goods,-0.1100,0.000,0.4700,99.2m,-1.1m,3,2020-03-31,"30 Jun, 2020",2020-05-29,-0.2
5247,Personal Goods,0.0100,0.500,0.4800,109.1m,102.0k,2,2019-12-31,"30 Jun, 2020",2020-02-25,0.0
5247,Personal Goods,-0.0200,0.000,0.4900,95.7m,-167.0k,1,2019-09-30,"30 Jun, 2020",2019-11-28,0.0
5247,Personal Goods,-0.1000,0.000,0.4900,89.1m,-1.0m,4,2019-06-30,"30 Jun, 2019",2019-08-28,-0.2
5247,Personal Goods,0.0200,0.000,0.4900,85.1m,165.0k,3,2019-03-31,"30 Jun, 2019",2019-05-30,0.0
5247,Personal Goods,0.1400,0.000,0.4900,113.6m,1.4m,2,2018-12-31,"30 Jun, 2019",2019-02-25,0.3
5247,Personal Goods,0.2000,0.500,0.4900,92.2m,2.0m,1,2018-09-30,"30 Jun, 2019",2018-11-26,0.4
5247,Personal Goods,0.1500,0.000,0.4800,93.4m,1.5m,4,2018-06-30,"30 Jun, 2018",2018-08-28,0.3
5247,Personal Goods,0.1300,0.000,0.4800,96.5m,1.3m,3,2018-03-31,"30 Jun, 2018",2018-05-31,0.3
5247,Personal Goods,0.3200,0.000,0.4900,110.5m,3.2m,2,2017-12-31,"30 Jun, 2018",2018-02-28,0.7
5247,Personal Goods,0.4200,0.000,0.5000,107.6m,4.2m,1,2017-09-30,"30 Jun, 2018",2017-11-24,0.8
5247,Personal Goods,0.2900,0.000,0.5000,91.6m,2.9m,4,2017-06-30,"30 Jun, 2017",2017-08-29,0.6
5247,Personal Goods,0.6900,0.000,0.4900,92.2m,6.9m,3,2017-03-31,"30 Jun, 2017",2017-05-30,1.4
5247,Personal Goods,1.0000,0.000,0.4900,97.6m,10.0m,2,2016-12-31,"30 Jun, 2017",2017-02-24,2.0
5247,Personal Goods,0.8100,0.000,0.4900,80.0m,8.1m,1,2016-09-30,"30 Jun, 2017",2016-11-29,1.7
0054,Chemicals,0.4500,0.000,0.2600,48.7m,2.1m,2,2024-09-30,"31 Mar, 2025",2024-11-27,1.7
0054,Chemicals,0.3500,0.380,0.2600,46.5m,1.7m,1,2024-06-30,"31 Mar, 2025",2024-08-28,1.3
0054,Chemicals,0.2400,0.000,0.2500,41.7m,1.2m,4,2024-03-31,"31 Mar, 2024",2024-05-29,1.0
0054,Chemicals,0.3500,0.000,0.2500,41.3m,1.7m,3,2023-12-31,"31 Mar, 2024",2024-02-27,1.4
0054,Chemicals,0.3800,0.000,0.2500,43.1m,1.8m,2,2023-09-30,"31 Mar, 2024",2023-11-24,1.5
0054,Chemicals,0.3800,0.350,0.2500,40.3m,1.8m,1,2023-06-30,"31 Mar, 2024",2023-08-25,1.5
0054,Chemicals,0.1700,0.000,0.2400,36.4m,787.0k,4,2023-03-31,"31 Mar, 2023",2023-05-25,0.7
0054,Chemicals,0.1500,0.000,0.2400,42.1m,725.0k,3,2022-12-31,"31 Mar, 2023",2023-02-24,0.6
0054,Chemicals,0.2000,0.000,0.2400,49.5m,968.0k,2,2022-09-30,"31 Mar, 2023",2022-11-22,0.8
0054,Chemicals,0.7400,0.300,0.2400,58.8m,3.5m,1,2022-06-30,"31 Mar, 2023",2022-08-24,3.1
0054,Chemicals,0.1600,0.000,0.2300,53.0m,746.0k,4,2022-03-31,"31 Mar, 2022",2022-05-26,0.7
0054,Chemicals,0.6200,0.000,0.2300,48.3m,2.9m,3,2021-12-31,"31 Mar, 2022",2022-02-25,2.7
0054,Chemicals,0.1700,0.000,0.2300,39.6m,829.0k,2,2021-09-30,"31 Mar, 2022",2021-11-23,0.7
0054,Chemicals,0.6400,0.000,0.2200,47.4m,3.0m,1,2021-06-30,"31 Mar, 2022",2021-08-26,2.9
0054,Chemicals,0.3100,0.000,0.2200,41.2m,1.5m,4,2021-03-31,"31 Mar, 2021",2021-05-27,1.4
0054,Chemicals,0.3600,0.700,0.2100,39.0m,1.7m,3,2020-12-31,"31 Mar, 2021",2021-02-25,1.7
0054,Chemicals,0.3000,0.000,0.2200,34.4m,1.4m,2,2020-09-30,"31 Mar, 2021",2020-11-26,1.4
0054,Chemicals,0.0100,0.300,0.2200,21.9m,49.0k,1,2020-06-30,"31 Mar, 2021",2020-08-25,0.0
0054,Chemicals,0.0400,0.000,0.2200,33.2m,173.0k,4,2020-03-31,"31 Mar, 2020",2020-06-24,0.2
0054,Chemicals,0.4400,0.000,0.2200,42.7m,2.1m,3,2019-12-31,"31 Mar, 2020",2020-02-25,2.0
0054,Chemicals,0.6200,0.450,0.2100,40.0m,2.9m,2,2019-09-30,"31 Mar, 2020",2019-11-25,3.0
0054,Chemicals,0.3500,0.000,0.2100,37.7m,1.6m,1,2019-06-30,"31 Mar, 2020",2019-08-27,1.7
0054,Chemicals,0.0700,0.000,0.2100,35.2m,335.0k,4,2019-03-31,"31 Mar, 2019",2019-05-28,0.3
0054,Chemicals,0.1800,0.000,0.2100,37.7m,859.0k,3,2018-12-31,"31 Mar, 2019",2019-02-20,0.9
0054,Chemicals,0.2500,0.000,0.2100,39.9m,1.2m,2,2018-09-30,"31 Mar, 2019",2018-11-22,1.2
0054,Chemicals,0.4200,0.300,0.2100,39.4m,2.0m,1,2018-06-30,"31 Mar, 2019",2018-08-28,2.0
0054,Chemicals,0.7200,0.000,0.2000,38.7m,3.4m,4,2018-03-31,"31 Mar, 2018",2018-05-28,3.6
0054,Chemicals,0.5900,0.000,0.2000,40.2m,2.8m,3,2017-12-31,"31 Mar, 2018",2018-02-23,3.0
0054,Chemicals,0.5300,0.300,0.1900,39.9m,2.5m,2,2017-09-30,"31 Mar, 2018",2017-11-27,2.8
0054,Chemicals,0.4300,0.000,0.1900,38.8m,2.1m,1,2017-06-30,"31 Mar, 2018",2017-08-25,2.3
0054,Chemicals,-0.2900,0.000,0.1800,37.8m,-1.4m,4,2017-03-31,"31 Mar, 2017",2017-05-30,-1.6
