code,category,eps,dps,nta,revenue,profit_loss,quarter,quarter_date,financial_year,announced_date,roe
5250,Retailers,0.9900,0.000,0.3378,744.0m,10.9m,3,2024-09-30,"31 Dec, 2024",2024-11-21,2.9
5250,Retailers,1.8500,0.000,0.3279,751.8m,20.5m,2,2024-06-30,"31 Dec, 2024",2024-08-22,5.6
5250,Retailers,1.1600,0.000,0.3364,684.2m,12.8m,1,2024-03-31,"31 Dec, 2024",2024-05-29,3.4
5250,Retailers,19.9300,0.000,0.3247,694.5m,221.1m,4,2023-12-31,"31 Dec, 2023",2024-02-29,61.4
5250,Retailers,1.3000,0.000,0.1115,705.3m,14.4m,3,2023-09-30,"31 Dec, 2023",2023-11-24,11.7
5250,Retailers,2.2800,0.000,0.1038,1.1b,25.4m,2,2023-06-30,"31 Dec, 2023",2023-08-24,22.0
5250,Retailers,1.4100,0.000,0.1349,976.9m,15.7m,1,2023-03-31,"31 Dec, 2023",2023-05-25,10.5
5250,Retailers,0.2400,0.000,0.1216,992.4m,2.7m,4,2022-12-31,"31 Dec, 2022",2023-02-28,2.0
5250,Retailers,1.2100,0.000,0.1106,988.2m,13.7m,3,2022-09-30,"31 Dec, 2022",2022-11-29,10.9
5250,Retailers,2.2900,0.000,0.0984,943.7m,25.8m,2,2022-06-30,"31 Dec, 2022",2022-08-25,23.3
5250,Retailers,2.1600,0.000,0.1015,840.0m,24.4m,1,2022-03-31,"31 Dec, 2022",2022-05-26,21.3
5250,Retailers,2.6000,0.000,0.0799,795.1m,29.2m,4,2021-12-31,"31 Dec, 2021",2022-02-24,32.5
5250,Retailers,0.1300,0.000,0.0522,680.2m,1.4m,3,2021-09-30,"31 Dec, 2021",2021-11-25,2.5
5250,Retailers,0.1000,0.000,0.0509,676.7m,1.1m,2,2021-06-30,"31 Dec, 2021",2021-08-26,2.0
5250,Retailers,1.0300,0.000,0.0687,657.1m,11.7m,1,2021-03-31,"31 Dec, 2021",2021-05-27,15.0
5250,Retailers,0.3900,0.000,0.0591,591.4m,4.4m,4,2020-12-31,"31 Dec, 2020",2021-02-26,6.6
5250,Retailers,1.1300,0.000,0.0743,677.1m,12.9m,3,2020-09-30,"31 Dec, 2020",2020-11-25,15.2
5250,Retailers,0.0900,0.000,0.0720,649.7m,1.0m,2,2020-06-30,"31 Dec, 2020",2020-08-26,1.3
5250,Retailers,0.9900,0.000,0.0985,619.3m,11.4m,1,2020-03-31,"31 Dec, 2020",2020-05-28,10.1
5250,Retailers,0.9900,0.000,0.0893,592.7m,11.3m,4,2019-12-31,"31 Dec, 2019",2020-02-27,11.1
5250,Retailers,1.4800,0.000,0.0792,594.2m,17.0m,3,2019-09-30,"31 Dec, 2019",2019-11-25,18.7
5250,Retailers,1.2800,0.000,0.0648,588.8m,14.6m,2,2019-06-30,"31 Dec, 2019",2019-08-27,19.8
5250,Retailers,0.9900,0.000,0.0765,583.7m,11.1m,1,2019-03-31,"31 Dec, 2019",2019-05-29,12.9
5250,Retailers,1.1100,0.000,0.0822,554.3m,12.5m,4,2018-12-31,"31 Dec, 2018",2019-02-26,13.5
5250,Retailers,1.4800,0.000,0.0739,568.5m,16.8m,3,2018-09-30,"31 Dec, 2018",2018-11-30,20.0
5250,Retailers,1.1700,0.000,0.0592,557.6m,13.1m,2,2018-06-30,"31 Dec, 2018",2018-08-29,19.8
5250,Retailers,0.8000,0.000,0.0747,535.7m,8.9m,1,2018-03-31,"31 Dec, 2018",2018-05-24,10.7
5250,Retailers,1.4300,0.000,0.0667,546.2m,15.9m,4,2017-12-31,"31 Dec, 2017",2018-02-28,21.4
5250,Retailers,1.4500,0.000,0.0475,563.1m,16.1m,3,2017-09-30,"31 Dec, 2017",2017-11-29,30.5
5250,Retailers,0.9100,0.000,0.0010,555.2m,10.2m,2,2017-06-30,"31 Dec, 2017",2017-08-29,910.0
5250,Retailers,0.7200,0.000,-0.0081,522.5m,8.0m,1,2017-03-31,"31 Dec, 2017",2017-05-24,-88.9
5250,Retailers,0.8400,4.700,0.0317,523.6m,9.5m,4,2016-12-31,"31 Dec, 2016",2017-02-27,26.5
5250,Retailers,1.0000,0.000,0.0694,547.8m,11.7m,3,2016-09-30,"31 Dec, 2016",2016-11-24,14.4
5250,Retailers,1.2700,0.000,0.0926,505.7m,15.1m,2,2016-06-30,"31 Dec, 2016",2016-08-25,13.7
5250,Retailers,1.3500,0.000,0.0912,526.3m,15.9m,1,2016-03-31,"31 Dec, 2016",2016-05-26,14.8
5326,Retailers,1.2800,0.000,0.1732,2.6b,107.2m,3,2024-09-30,"31 Dec, 2024",2024-11-29,7.4
5326,Retailers,1.5700,0.000,0.0875,2.4b,125.5m,2,2024-06-30,"31 Dec, 2024",2024-09-02,17.9
7214,Metals,1.9300,0.000,1.0500,158.8m,3.5m,1,2024-10-31,"31 Jul, 2025",2024-12-03,1.8
7214,Metals,2.6500,2.500,1.0300,191.6m,4.7m,4,2024-07-31,"31 Jul, 2024",2024-09-24,2.6
7214,Metals,2.5800,0.000,1.0000,171.3m,4.5m,3,2024-04-30,"31 Jul, 2024",2024-06-25,2.6
7214,Metals,1.6400,0.000,0.9800,170.3m,2.9m,2,2024-01-31,"31 Jul, 2024",2024-03-26,1.7
7214,Metals,1.8300,0.000,0.9900,180.8m,3.2m,1,2023-10-31,"31 Jul, 2024",2023-12-05,1.8
7214,Metals,2.5200,2.500,0.9700,173.2m,4.4m,4,2023-07-31,"31 Jul, 2023",2023-09-26,2.6
7214,Metals,1.7700,0.000,0.9400,161.1m,3.1m,3,2023-04-30,"31 Jul, 2023",2023-06-27,1.9
7214,Metals,1.6600,0.000,0.9300,154.9m,2.9m,2,2023-01-31,"31 Jul, 2023",2023-03-28,1.8
7214,Metals,2.0200,0.000,0.9400,158.2m,3.5m,1,2022-10-31,"31 Jul, 2023",2022-12-05,2.1
7214,Metals,2.9100,2.750,0.9200,190.6m,5.1m,4,2022-07-31,"31 Jul, 2022",2022-09-28,3.2
7214,Metals,3.0200,0.000,0.8900,200.0m,5.3m,3,2022-04-30,"31 Jul, 2022",2022-06-29,3.4
7214,Metals,2.6100,0.000,0.8600,206.6m,4.6m,2,2022-01-31,"31 Jul, 2022",2022-03-30,3.0
7214,Metals,2.1500,0.000,0.8400,180.6m,3.7m,1,2021-10-31,"31 Jul, 2022",2021-12-08,2.6
7214,Metals,-0.1600,2.250,0.8400,104.0m,-277.0k,4,2021-07-31,"31 Jul, 2021",2021-09-29,-0.2
7214,Metals,2.7600,0.000,0.8500,182.9m,4.7m,3,2021-04-30,"31 Jul, 2021",2021-06-23,3.2
7214,Metals,1.8000,0.000,0.8200,140.1m,3.1m,2,2021-01-31,"31 Jul, 2021",2021-03-29,2.2
7214,Metals,1.6400,0.000,0.8300,136.4m,2.8m,1,2020-10-31,"31 Jul, 2021",2020-12-09,2.0
7214,Metals,1.0900,2.000,0.8100,84.9m,1.9m,4,2020-07-31,"31 Jul, 2020",2020-09-24,1.3
7214,Metals,0.2400,0.000,0.8000,82.0m,405.0k,3,2020-04-30,"31 Jul, 2020",2020-06-24,0.3
7214,Metals,1.2900,0.000,0.8000,114.1m,2.2m,2,2020-01-31,"31 Jul, 2020",2020-03-25,1.6
7214,Metals,1.9000,0.000,0.8100,137.8m,3.2m,1,2019-10-31,"31 Jul, 2020",2019-12-04,2.3
7214,Metals,1.9700,2.500,0.7900,120.8m,3.3m,4,2019-07-31,"31 Jul, 2019",2019-09-30,2.5
7214,Metals,1.4700,0.000,0.7700,112.7m,2.5m,3,2019-04-30,"31 Jul, 2019",2019-06-26,1.9
7214,Metals,1.7200,0.000,0.7600,124.2m,2.9m,2,2019-01-31,"31 Jul, 2019",2019-03-27,2.3
7214,Metals,2.0100,0.000,1.0700,124.5m,2.4m,1,2018-10-31,"31 Jul, 2019",2018-12-12,1.9
7214,Metals,3.6600,3.250,1.0400,120.6m,4.4m,4,2018-07-31,"31 Jul, 2018",2018-09-26,3.5
7214,Metals,2.8700,0.000,1.0000,119.8m,3.4m,3,2018-04-30,"31 Jul, 2018",2018-06-29,2.9
7214,Metals,2.5800,0.000,0.9700,137.9m,3.1m,2,2018-01-31,"31 Jul, 2018",2018-03-28,2.7
7214,Metals,2.5100,0.000,0.9800,120.1m,3.0m,1,2017-10-31,"31 Jul, 2018",2017-12-08,2.6
7214,Metals,3.1900,3.250,0.9500,104.4m,3.8m,4,2017-07-31,"31 Jul, 2017",2017-09-27,3.4
7214,Metals,3.2800,0.000,0.9200,119.5m,3.9m,3,2017-04-30,"31 Jul, 2017",2017-06-15,3.6
7214,Metals,3.1500,0.000,0.8900,114.6m,3.8m,2,2017-01-31,"31 Jul, 2017",2017-03-29,3.5
7214,Metals,3.8800,0.000,0.8900,123.8m,4.7m,1,2016-10-31,"31 Jul, 2017",2016-12-07,4.4
7167,Food & Beverages,5.7700,2.000,1.5200,193.9m,17.7m,3,2024-09-30,"31 Dec, 2024",2024-11-27,3.8
7167,Food & Beverages,5.8400,2.000,1.5100,179.2m,17.9m,2,2024-06-30,"31 Dec, 2024",2024-08-28,3.9
7167,Food & Beverages,4.9400,2.000,1.4700,171.2m,15.2m,1,2024-03-31,"31 Dec, 2024",2024-05-28,3.4
7167,Food & Beverages,5.9000,2.000,1.4300,169.3m,18.1m,4,2023-12-31,"31 Dec, 2023",2024-02-26,4.1
7167,Food & Beverages,5.2700,2.000,1.3900,176.8m,16.2m,3,2023-09-30,"31 Dec, 2023",2023-12-05,3.8
7167,Food & Beverages,3.4200,1.500,1.3600,156.3m,10.5m,2,2023-06-30,"31 Dec, 2023",2023-08-25,2.5
7167,Food & Beverages,2.3100,1.000,1.3200,146.1m,7.1m,1,2023-03-31,"31 Dec, 2023",2023-05-26,1.8
7167,Food & Beverages,2.6300,1.000,1.3100,128.1m,8.1m,4,2022-12-31,"31 Dec, 2022",2023-02-27,2.0
7167,Food & Beverages,2.7100,1.000,1.2900,139.1m,8.3m,3,2022-09-30,"31 Dec, 2022",2022-11-25,2.1
7167,Food & Beverages,4.1000,1.500,1.2700,152.1m,12.6m,2,2022-06-30,"31 Dec, 2022",2022-08-26,3.2
7167,Food & Beverages,1.3400,0.500,1.2300,130.8m,4.1m,1,2022-03-31,"31 Dec, 2022",2022-05-31,1.1
7167,Food & Beverages,3.3200,1.500,1.2400,147.7m,10.2m,4,2021-12-31,"31 Dec, 2021",2022-02-25,2.7
7167,Food & Beverages,2.8500,1.000,1.2200,117.8m,8.8m,3,2021-09-30,"31 Dec, 2021",2021-11-29,2.3
7167,Food & Beverages,3.7100,1.500,1.2100,120.5m,11.4m,2,2021-06-30,"31 Dec, 2021",2021-08-25,3.1
7167,Food & Beverages,3.0600,1.000,1.1900,113.8m,9.5m,1,2021-03-31,"31 Dec, 2021",2021-05-31,2.6
7167,Food & Beverages,2.6300,1.000,1.1600,137.9m,8.1m,4,2020-12-31,"31 Dec, 2020",2021-03-19,2.3
7167,Food & Beverages,5.0800,2.000,1.1600,140.7m,15.7m,3,2020-09-30,"31 Dec, 2020",2020-11-24,4.4
7167,Food & Beverages,3.5900,1.700,1.1300,115.1m,11.1m,2,2020-06-30,"31 Dec, 2020",2020-08-26,3.2
7167,Food & Beverages,1.4600,0.700,1.1000,108.2m,4.5m,1,2020-03-31,"31 Dec, 2020",2020-06-16,1.3
7167,Food & Beverages,4.1300,1.400,1.1000,152.7m,12.8m,4,2019-12-31,"31 Dec, 2019",2020-02-25,3.8
7167,Food & Beverages,4.8000,2.000,1.0900,143.4m,14.9m,3,2019-09-30,"31 Dec, 2019",2019-11-28,4.4
7167,Food & Beverages,3.1400,1.500,1.0400,141.6m,9.8m,2,2019-06-30,"31 Dec, 2019",2019-08-29,3.0
7167,Food & Beverages,3.5800,1.500,1.0300,141.0m,11.1m,1,2019-03-31,"31 Dec, 2019",2019-05-29,3.5
7167,Food & Beverages,4.9400,2.000,1.0200,157.1m,15.3m,4,2018-12-31,"31 Dec, 2018",2019-02-26,4.8
7167,Food & Beverages,4.0700,1.500,0.9900,124.4m,12.6m,3,2018-09-30,"31 Dec, 2018",2018-11-28,4.1
7167,Food & Beverages,1.1200,0.500,0.9500,115.6m,3.5m,2,2018-06-30,"31 Dec, 2018",2018-08-30,1.2
7167,Food & Beverages,2.4500,1.000,0.9500,104.0m,7.6m,1,2018-03-31,"31 Dec, 2018",2018-05-23,2.6
7167,Food & Beverages,0.4400,1.000,0.9400,116.6m,1.4m,4,2017-12-31,"31 Dec, 2017",2018-02-27,0.5
7167,Food & Beverages,2.8400,0.500,0.9600,132.9m,8.1m,3,2017-09-30,"31 Dec, 2017",2017-11-28,3.0
7167,Food & Beverages,2.5000,1.000,0.9300,123.4m,6.9m,2,2017-06-30,"31 Dec, 2017",2017-08-25,2.7
7167,Food & Beverages,4.1400,1.500,0.9400,102.6m,10.3m,1,2017-03-31,"31 Dec, 2017",2017-05-29,4.4
7167,Food & Beverages,4.6000,0.000,1.8300,118.8m,11.4m,4,2016-12-31,"31 Dec, 2016",2017-02-22,2.5
7167,Food & Beverages,7.8500,0.000,1.7300,115.9m,10.8m,3,2016-09-30,"31 Dec, 2016",2016-11-22,4.5
7167,Food & Beverages,10.0400,0.000,2.2400,115.4m,9.4m,2,2016-06-30,"31 Dec, 2016",2016-08-29,4.5
7167,Food & Beverages,4.8200,4.000,2.1400,91.6m,4.5m,1,2016-03-31,"31 Dec, 2016",2016-05-30,2.3
7086,Building Materials,0.0600,0.000,0.1700,1.2m,159.0k,3,2024-09-30,"31 Dec, 2024",2024-11-21,0.4
7086,Building Materials,-0.0500,0.000,0.1600,674.0k,-124.0k,2,2024-06-30,"31 Dec, 2024",2024-08-23,-0.3
7086,Building Materials,0.0200,0.000,0.1700,1.1m,46.0k,1,2024-03-31,"31 Dec, 2024",2024-05-30,0.1
7086,Building Materials,0.0500,0.000,0.1600,1.3m,143.0k,4,2023-12-31,"31 Dec, 2023",2024-02-23,0.3
7086,Building Materials,0.1300,0.000,0.1600,1.3m,354.0k,3,2023-09-30,"31 Dec, 2023",2023-11-27,0.8
7086,Building Materials,0.0100,0.000,0.1600,1.4m,7.0k,2,2023-06-30,"31 Dec, 2023",2023-08-25,0.1
7086,Building Materials,0.0400,0.000,0.1600,1.5m,94.0k,1,2023-03-31,"31 Dec, 2023",2023-05-26,0.3
7086,Building Materials,0.0400,0.000,0.1600,1.6m,107.0k,4,2022-12-31,"31 Dec, 2022",2023-02-27,0.3
7086,Building Materials,0.0300,0.000,0.1600,1.2m,81.0k,3,2022-09-30,"31 Dec, 2022",2022-11-25,0.2
7086,Building Materials,-0.0500,0.000,0.1600,702.0k,-141.0k,2,2022-06-30,"31 Dec, 2022",2022-08-26,-0.3
7086,Building Materials,0.0100,0.000,0.1600,"1,000.0k",20.0k,1,2022-03-31,"31 Dec, 2022",2022-05-27,0.1
7086,Building Materials,-0.2200,0.000,0.1600,1.2m,-585.0k,4,2021-12-31,"31 Dec, 2021",2022-02-25,-1.4
7086,Building Materials,-0.0700,0.000,0.1600,352.0k,-188.0k,3,2021-09-30,"31 Dec, 2021",2021-11-29,-0.4
7086,Building Materials,-0.0800,0.000,0.1600,441.0k,-210.0k,2,2021-06-30,"31 Dec, 2021",2021-09-24,-0.5
7086,Building Materials,-0.0500,0.000,0.1600,1.2m,-118.0k,1,2021-03-31,"31 Dec, 2021",2021-05-28,-0.3
7086,Building Materials,0.0500,0.000,0.1700,1.5m,132.0k,4,2020-12-31,"31 Dec, 2020",2021-03-23,0.3
7086,Building Materials,-0.0200,0.000,0.1600,993.0k,-43.0k,3,2020-09-30,"31 Dec, 2020",2020-11-23,-0.1
7086,Building Materials,-0.1200,0.000,0.1600,417.0k,-322.0k,2,2020-06-30,"31 Dec, 2020",2020-08-28,-0.8
7086,Building Materials,-0.1400,0.000,0.1700,686.0k,-360.0k,1,2020-03-31,"31 Dec, 2020",2020-06-23,-0.8
7086,Building Materials,0.0100,0.000,0.1700,1.9m,32.0k,4,2019-12-31,"31 Dec, 2019",2020-02-25,0.1
7086,Building Materials,-0.0600,0.000,0.1700,1.0m,-144.0k,3,2019-09-30,"31 Dec, 2019",2019-11-13,-0.4
7086,Building Materials,-0.1200,0.000,0.1700,1.2m,-303.0k,2,2019-06-30,"31 Dec, 2019",2019-08-21,-0.7
7086,Building Materials,-0.1000,0.000,0.1700,1.4m,-266.0k,1,2019-03-31,"31 Dec, 2019",2019-05-28,-0.6
7086,Building Materials,-0.0300,0.000,0.1700,1.4m,-70.0k,4,2018-12-31,"31 Dec, 2018",2019-02-28,-0.2
7086,Building Materials,0.0100,0.000,0.1700,1.1m,4.0k,3,2018-09-30,"31 Dec, 2018",2018-11-27,0.1
7086,Building Materials,-0.1500,0.000,0.1700,873.0k,-399.0k,2,2018-06-30,"31 Dec, 2018",2018-08-28,-0.9
7086,Building Materials,-0.2000,0.000,0.1700,549.0k,-522.0k,1,2018-03-31,"31 Dec, 2018",2018-05-30,-1.2
7086,Building Materials,0.0300,0.000,0.1700,2.1m,66.0k,4,2017-12-31,"31 Dec, 2017",2018-02-27,0.2
7086,Building Materials,0.0000,0.000,0.1700,2.0m,1000,3,2017-09-30,"31 Dec, 2017",2017-11-24,0.0
7086,Building Materials,0.0900,0.000,0.1700,3.5m,248.0k,2,2017-06-30,"31 Dec, 2017",2017-08-30,0.5
7086,Building Materials,-0.1200,0.000,0.1700,1.5m,-310.0k,1,2017-03-31,"31 Dec, 2017",2017-05-29,-0.7
7086,Building Materials,-0.1400,0.000,0.1700,2.3m,-359.0k,4,2016-12-31,"31 Dec, 2016",2017-02-28,-0.8
7086,Building Materials,-0.0500,0.000,0.1700,2.1m,-122.0k,3,2016-09-30,"31 Dec, 2016",2016-11-30,-0.3
7086,Building Materials,-0.0900,0.000,0.1800,1.6m,-235.0k,2,2016-06-30,"31 Dec, 2016",2016-08-30,-0.5
7086,Building Materials,-0.0600,0.000,0.1800,3.9m,-170.0k,1,2016-03-31,"31 Dec, 2016",2016-05-27,-0.3
5198,Auto Parts,-0.9200,0.000,0.7600,43.6m,-1.7m,3,2024-09-30,"31 Dec, 2024",2024-11-26,-1.2
5198,Auto Parts,0.0500,0.000,0.7700,41.0m,98.0k,2,2024-06-30,"31 Dec, 2024",2024-08-26,0.1
5198,Auto Parts,-4.0200,0.000,0.7700,47.0m,-7.2m,1,2024-03-31,"31 Dec, 2024",2024-05-29,-5.2
5198,Auto Parts,-2.6100,0.000,0.8200,35.1m,-4.7m,4,2023-12-31,"31 Dec, 2023",2024-02-29,-3.2
5198,Auto Parts,-4.0100,0.000,0.8400,33.8m,-7.2m,3,2023-09-30,"31 Dec, 2023",2023-11-30,-4.8
5198,Auto Parts,0.0500,0.000,0.8800,33.2m,91.0k,2,2023-06-30,"31 Dec, 2023",2023-08-30,0.1
5198,Auto Parts,-1.6300,0.000,0.8800,25.4m,-2.9m,1,2023-03-31,"31 Dec, 2023",2023-05-24,-1.9
5198,Auto Parts,-1.1800,0.000,0.9000,26.4m,-2.1m,4,2022-12-31,"31 Dec, 2022",2023-02-27,-1.3
5198,Auto Parts,-0.3300,0.000,0.9100,25.2m,-599.0k,3,2022-09-30,"31 Dec, 2022",2022-11-24,-0.4
5198,Auto Parts,1.4500,0.000,0.9100,25.8m,2.6m,2,2022-06-30,"31 Dec, 2022",2022-08-26,1.6
5198,Auto Parts,-1.1100,0.000,0.9000,23.3m,-2.0m,1,2022-03-31,"31 Dec, 2022",2022-05-26,-1.2
5198,Auto Parts,1.7100,0.000,0.9100,28.8m,3.1m,4,2021-12-31,"31 Dec, 2021",2022-02-24,1.9
5198,Auto Parts,0.9400,0.000,0.8900,21.8m,-1.7m,3,2021-09-30,"31 Dec, 2021",2021-11-29,1.1
5198,Auto Parts,0.2700,0.000,0.9000,18.0m,494.0k,2,2021-06-30,"31 Dec, 2021",2021-09-07,0.3
5198,Auto Parts,-0.2400,0.000,0.9000,21.8m,-425.0k,1,2021-03-31,"31 Dec, 2021",2021-06-10,-0.3
5198,Auto Parts,0.0500,0.000,0.9000,23.2m,97.0k,4,2020-12-31,"31 Dec, 2020",2021-02-26,0.1
5198,Auto Parts,1.2700,0.000,0.9000,26.6m,2.3m,3,2020-09-30,"31 Dec, 2020",2020-11-24,1.4
5198,Auto Parts,0.2100,0.000,0.8900,17.7m,374.0k,2,2020-06-30,"31 Dec, 2020",2020-08-25,0.2
5198,Auto Parts,-0.2500,0.000,0.8900,19.8m,-446.0k,1,2020-03-31,"31 Dec, 2020",2020-06-24,-0.3
5198,Auto Parts,0.5900,0.000,0.8900,30.0m,1.1m,4,2019-12-31,"31 Dec, 2019",2020-02-27,0.7
5198,Auto Parts,0.8000,0.000,0.8829,30.5m,1.4m,3,2019-09-30,"31 Dec, 2019",2019-11-21,0.9
5198,Auto Parts,0.0600,0.000,0.8700,27.9m,105.0k,2,2019-06-30,"31 Dec, 2019",2019-08-22,0.1
5198,Auto Parts,-0.4200,0.000,0.8700,22.3m,-747.0k,1,2019-03-31,"31 Dec, 2019",2019-05-30,-0.5
5198,Auto Parts,1.7500,0.000,0.8800,34.1m,3.1m,4,2018-12-31,"31 Dec, 2018",2019-02-26,2.0
5198,Auto Parts,1.3900,0.000,0.8600,32.0m,2.5m,3,2018-09-30,"31 Dec, 2018",2018-11-22,1.6
5198,Auto Parts,-1.0100,0.000,0.8500,23.8m,-1.8m,2,2018-06-30,"31 Dec, 2018",2018-08-23,-1.2
5198,Auto Parts,0.2600,0.000,0.8600,22.2m,470.0k,1,2018-03-31,"31 Dec, 2018",2018-05-23,0.3
5198,Auto Parts,2.4500,0.000,0.8500,28.0m,4.4m,4,2017-12-31,"31 Dec, 2017",2018-02-26,2.9
5198,Auto Parts,0.8900,0.000,0.8300,26.7m,1.6m,3,2017-09-30,"31 Dec, 2017",2017-11-21,1.1
5198,Auto Parts,0.1200,0.000,0.8200,24.5m,214.0k,2,2017-06-30,"31 Dec, 2017",2017-08-28,0.1
5198,Auto Parts,0.0300,0.000,0.8200,21.1m,61.0k,1,2017-03-31,"31 Dec, 2017",2017-05-18,0.0
5198,Auto Parts,1.5500,0.000,0.8200,29.3m,2.8m,4,2016-12-31,"31 Dec, 2016",2017-02-27,1.9
5198,Auto Parts,0.2900,0.000,0.8000,22.1m,520.0k,3,2016-09-30,"31 Dec, 2016",2016-11-24,0.4
5198,Auto Parts,-0.1900,0.000,0.8000,25.4m,-334.0k,2,2016-06-30,"31 Dec, 2016",2016-08-24,-0.2
5198,Auto Parts,0.2000,0.000,0.8000,23.5m,358.0k,1,2016-03-31,"31 Dec, 2016",2016-05-24,0.3
7131,Property,0.3500,0.000,0.3300,17.6m,1.2m,2,2024-09-30,"31 Mar, 2025",2024-11-26,1.1
7131,Property,0.5300,0.000,0.3200,20.9m,1.9m,1,2024-06-30,"31 Mar, 2025",2024-08-30,1.7
7131,Property,0.6700,0.000,0.3200,16.3m,2.4m,4,2024-03-31,"31 Mar, 2024",2024-05-28,2.1
7131,Property,0.5800,0.000,0.3100,20.4m,2.1m,3,2023-12-31,"31 Mar, 2024",2024-02-23,1.9
7131,Property,0.4400,0.000,0.3000,14.1m,1.6m,2,2023-09-30,"31 Mar, 2024",2023-11-24,1.5
7131,Property,0.2200,0.000,0.3000,10.3m,773.0k,1,2023-06-30,"31 Mar, 2024",2023-08-29,0.7
7131,Property,0.2300,0.000,0.3000,8.9m,829.0k,4,2023-03-31,"31 Mar, 2023",2023-05-31,0.8
7131,Property,0.0700,0.000,0.2900,1.8m,268.0k,3,2022-12-31,"31 Mar, 2023",2023-02-21,0.2
7131,Property,-0.1300,0.000,0.2900,665.0k,-460.0k,2,2022-09-30,"31 Mar, 2023",2022-11-24,-0.4
7131,Property,-0.1100,0.000,0.2900,777.0k,-412.0k,1,2022-06-30,"31 Mar, 2023",2022-08-30,-0.4
7131,Property,-0.2100,0.000,0.2900,693.0k,-664.0k,4,2022-03-31,"31 Mar, 2022",2022-05-27,-0.7
7131,Property,-0.1500,0.000,0.2900,4.2m,-459.0k,3,2021-12-31,"31 Mar, 2022",2022-02-23,-0.5
7131,Property,-0.3100,0.000,0.3200,2.1m,-917.0k,2,2021-09-30,"31 Mar, 2022",2021-11-26,-1.0
7131,Property,-0.1800,0.000,0.3300,2.9m,-550.0k,1,2021-06-30,"31 Mar, 2022",2021-09-30,-0.5
7131,Property,0.7600,0.000,0.3300,12.0m,2.1m,4,2021-03-31,"31 Mar, 2021",2021-05-28,2.3
7131,Property,0.0600,0.000,0.3200,6.7m,150.0k,3,2020-12-31,"31 Mar, 2021",2021-02-19,0.2
7131,Property,0.4600,0.000,0.3200,9.1m,1.1m,2,2020-09-30,"31 Mar, 2021",2020-11-23,1.4
7131,Property,-0.3200,0.000,0.3400,2.4m,-761.0k,1,2020-06-30,"31 Mar, 2021",2020-08-26,-0.9
7131,Property,-0.4400,0.000,0.3400,5.8m,-1.0m,4,2020-03-31,"31 Mar, 2020",2020-06-30,-1.3
7131,Property,-0.0700,0.000,0.3400,7.1m,-171.0k,3,2019-12-31,"31 Mar, 2020",2020-02-27,-0.2
7131,Property,0.2300,0.000,0.3500,6.4m,533.0k,2,2019-09-30,"31 Mar, 2020",2019-11-14,0.7
7131,Property,0.0400,0.000,0.3500,5.6m,82.0k,1,2019-06-30,"31 Mar, 2020",2019-08-30,0.1
7131,Property,2.8400,0.000,34.4700,4.5m,6.5m,4,2019-03-31,"31 Mar, 2019",2019-05-30,0.1
7131,Property,0.6100,0.000,0.3172,7.6m,1.3m,3,2018-12-31,"31 Mar, 2019",2019-02-18,1.9
7131,Property,0.5000,0.000,0.3117,8.6m,1.0m,2,2018-09-30,"31 Mar, 2019",2018-11-19,1.6
7131,Property,0.3000,0.000,0.3071,6.1m,631.0k,1,2018-06-30,"31 Mar, 2019",2018-08-20,1.0
7131,Property,-0.0600,0.000,0.3032,7.9m,-130.0k,4,2018-03-31,"31 Mar, 2018",2018-07-30,-0.2
7131,Property,1.0500,0.000,0.3041,11.3m,2.2m,3,2017-12-31,"31 Mar, 2018",2018-02-26,3.5
7131,Property,0.8100,0.000,0.2936,4.7m,1.7m,2,2017-09-30,"31 Mar, 2018",2017-11-29,2.8
7131,Property,-0.3200,0.000,0.2856,3.9m,-669.0k,1,2017-06-30,"31 Mar, 2018",2017-08-25,-1.1
7131,Property,1.6100,0.000,0.2888,17.8m,3.4m,4,2017-03-31,"31 Mar, 2017",2017-05-30,5.6
7131,Property,-0.0400,0.000,0.2705,7.5m,-89.0k,3,2016-12-31,"31 Mar, 2017",2017-02-21,-0.1
7131,Property,-2.3100,0.000,0.2710,9.4m,-4.8m,2,2016-09-30,"31 Mar, 2017",2016-11-24,-8.5
7131,Property,0.2300,0.000,0.2941,9.9m,490.0k,1,2016-06-30,"31 Mar, 2017",2016-08-26,0.8
1481,"Travel, Leisure & Hospitality",-0.4600,0.000,0.1530,64.6m,-11.7m,3,2024-09-30,"31 Dec, 2024",2024-11-27,-3.0
1481,"Travel, Leisure & Hospitality",-0.2800,0.050,0.1600,56.4m,-7.1m,2,2024-06-30,"31 Dec, 2024",2024-08-28,-1.8
1481,"Travel, Leisure & Hospitality",-0.3100,0.000,0.1630,67.2m,-7.9m,1,2024-03-31,"31 Dec, 2024",2024-05-31,-1.9
1481,"Travel, Leisure & Hospitality",-1.5400,0.000,0.1690,74.8m,-39.0m,4,2023-12-31,"31 Dec, 2023",2024-02-29,-9.1
1481,"Travel, Leisure & Hospitality",-0.1000,0.000,0.1870,63.4m,-2.6m,3,2023-09-30,"31 Dec, 2023",2023-11-29,-0.5
1481,"Travel, Leisure & Hospitality",-0.1700,0.100,0.1930,66.8m,-4.2m,2,2023-06-30,"31 Dec, 2023",2023-08-29,-0.9
